"","D1a","D1b","D2a","D2b","D4a","D4b","D7a","D7b"
"OTU220",0.0163568965964176,0.0161431064572426,0,0.000163768867538281,0.00288097953304123,0.00451490970180596,0.00333041191936897,0.00298833819241982
"OTU221",0.000336988360940457,0,0.000786236240865785,5.45896225127603e-05,0.001170397935298,0.000244995100097998,0.00368098159509202,0.00123906705539359
"OTU222",0,0,0,0,0,0,0.000788781770376862,0
"OTU223",0.00197008580242113,0.00165794066317627,0.00171122005364906,0.00223817452302317,0.000300102034691795,0.000664986700265995,0.00035056967572305,0.00032798833819242
"OTU224",0.00186639707597791,0.00130890052356021,4.62491906391638e-05,0,0.000120040813876718,0.000454990900181996,0.000321355536079462,0.000364431486880466
"OTU225",0,0,0,5.45896225127603e-05,0,3.49993000139997e-05,0.00011685655857435,0.000182215743440233
"OTU226",0.00451045960027996,0.00119255381035486,0.010452317084451,0.01651336081011,0.00909309165116139,0.0146997060058799,0.0160385626643295,0.0255102040816327
"OTU227",0.000129610908054022,2.9086678301338e-05,0.000323744334474147,0.000109179245025521,0.000360122441630154,0.000174996500069999,0.000613496932515337,0.000291545189504373
"OTU228",5.18443632216087e-05,0,0.00180371843492739,0.000109179245025521,0.00237080607406518,0.000979980400391992,0.000847210049664037,0.00313411078717201
"OTU229",0,0,0,0,3.00102034691795e-05,0,0.000496640373940987,0.000145772594752187
"OTU230",0,0,0,0,0.000930316307544565,0.000139997200055999,0.0143149284253579,0.00389941690962099
"OTU231",0.0437825647406486,0.0521233275159977,0.00406992877624642,0.00655075470153124,0.00753256107076406,0.0108497830043399,0.00972830850131464,0.00849125364431487
"OTU232",0,0,0,0,0,0,8.76424189307625e-05,3.64431486880466e-05
"OTU233",5.18443632216087e-05,5.8173356602676e-05,0.000138747571917491,0.000163768867538281,3.00102034691795e-05,0,0,0
"OTU234",0,0,0,0,0.000180061220815077,0.000244995100097998,0.0172363423897166,0.00207725947521866
"OTU235",0,2.9086678301338e-05,0.000184996762556655,0,6.0020406938359e-05,0,0.0002337131171487,0.000182215743440233
"OTU236",0,0,0,0,0,0,0.0002337131171487,0
"OTU237",0,2.9086678301338e-05,0.00106373138470077,0.000136474056281901,0.00063021427285277,0.00101497970040599,0.00035056967572305,0.00076530612244898
"OTU238",0,0,0,0,3.00102034691795e-05,0,0.000379783815366637,7.28862973760933e-05
"OTU239",2.59221816108044e-05,2.9086678301338e-05,0,0.000136474056281901,3.00102034691795e-05,0.000314993700125997,5.8428279287175e-05,0.0005466472303207
"OTU240",0,0,0,8.18844337691405e-05,0,0,2.92141396435875e-05,0
"OTU241",0.00041475490577287,0.00029086678301338,0,0.000163768867538281,3.00102034691795e-05,3.49993000139997e-05,0,7.28862973760933e-05
"OTU242",0,0,0.000138747571917491,0,3.00102034691795e-05,0.000104997900041999,0,0.00149416909620991
"OTU243",0,0,0,0.000163768867538281,0.000180061220815077,3.49993000139997e-05,0.00242477359041776,0.000838192419825073
"OTU244",0,0.000261780104712042,0,8.18844337691405e-05,0,0,0,3.64431486880466e-05
"OTU245",0,0,0.000138747571917491,0,0,0,0,0
"OTU246",0.000103688726443217,2.9086678301338e-05,0,0.000327537735076562,0.000510173458976052,0.000909981800363993,0.00318434122115104,0.00120262390670554
"OTU247",0.00495113668766363,0.000465386852821408,0.00915733974655444,0.00283866037066354,0.0101734589760519,0.00342993140137197,0.0219982471516214,0.00138483965014577
"OTU248",0,0,0,0,0,0,0,0.000619533527696793
"OTU249",0.000103688726443217,2.9086678301338e-05,0.00060123947830913,8.18844337691405e-05,0.00129043874917472,0.000384992300153997,0.00780017528483786,0.00043731778425656
"OTU250",0,0.000116346713205352,0,0.000191063678794661,0.000150051017345898,0.00104997900041999,0.000613496932515337,0.00087463556851312
"OTU251",2.59221816108044e-05,0,0,0,6.0020406938359e-05,0.000104997900041999,2.92141396435875e-05,0.000983965014577259
"OTU252",0,0,0,0,9.00306104075386e-05,6.99986000279994e-05,0.000146070698217937,0.000145772594752187
"OTU253",0.000155533089664826,2.9086678301338e-05,0,0.000300242923820182,0.000150051017345898,0.000489990200195996,8.76424189307625e-05,7.28862973760933e-05
"OTU254",0,0,0,0,0,0,0,7.28862973760933e-05
"OTU255",5.18443632216087e-05,5.8173356602676e-05,9.24983812783276e-05,0.000818844337691405,0.000360122441630154,0.000629987400251995,0.00292141396435875,0.0010932944606414
"OTU256",0,0,0,0,0,3.49993000139997e-05,0.000408997955010225,0
